"row_index_1based","dataset_slice","word_token_count","sign_token_count","ivc_p95_length_eligible","raw_sequence"
"564","augmented_excluded_default","4","9","false","pe-ri-qo-te-jo ra-to OVIS:m OVIS:f"
"565","augmented_excluded_default","6","16","false","da-i-ta-ra-ro pe-ri-qo-te-jo ti-ri-to OVIS:m OVIS:f oOVIS:m"
"566","augmented_excluded_default","5","14","false","na-pu-ti-jo pe-ri-qo-te-jo ti-ri-to OVIS:m OVIS:f"
"567","augmented_excluded_default","4","11","false","*34-zo tu-ni-ja pe-ri-qo-te-jo OVIS:m"
"568","augmented_excluded_default","6","12","false","ja-ti-ri a-te-jo do-ti-ja OVIS:m OVIS:f oOVIS:m"
"569","augmented_excluded_default","5","11","false","de-ni-mo a-te-jo do-ti-ja OVIS:m oOVIS:m"
"570","augmented_excluded_default","6","12","false","a-ra-ko a-te-jo do-ti-ja OVIS:m OVIS:f oOVIS:m"
"571","augmented_excluded_default","4","11","false","da-i-ze-to u-ta-jo-jo qa-mo OVIS:m"
"572","augmented_excluded_default","4","11","false","su-ta-no pe-ri-qo-te-jo ra-to OVIS:m"
"573","augmented_excluded_default","5","12","false","u-ra-jo a-te-jo qa-sa-ro-we OVIS:m OVIS:f"
"574","augmented_excluded_default","4","10","false","wi-na-jo u-ta-jo-jo e-ra OVIS:m"
"575","augmented_excluded_default","4","12","false","ta-we-si-jo e-ra pe-ri-qo-te-jo OVIS:m"
"576","augmented_excluded_default","4","11","false","pu-to-ro e-ra pe-ri-qo-te-jo OVIS:m"
"577","augmented_excluded_default","5","11","false","ku-ka-no a-te-jo pu-na-so OVIS:m oOVIS:m"
"578","augmented_excluded_default","4","8","true","u-ta-jo-jo ra-ja OVIS:m oOVIS:m"
"579","augmented_excluded_default","5","12","false","tu-*56-da-ro u-ta-jo-jo e-ra OVIS:m OVIS:m"
"580","augmented_excluded_default","4","12","false","wi-ja-ma-ro u-ta-jo-jo pa-i-to OVIS:m"
"581","augmented_excluded_default","4","13","false","ti-ri-jo-ko-so u-ta-jo-jo *56-ko-we OVIS:m"
"582","augmented_excluded_default","5","13","false","e-u-me-ta pe-ri-qo-te-jo ra-ja OVIS:m OVIS:f"
"583","augmented_excluded_default","4","11","false","ku-ke-to a-te-jo se-to-i-ja OVIS:m"
"584","augmented_excluded_default","6","11","false","se-do u-ta-jo-jo ra-ja OVIS:m OVIS:f oOVIS:m"
"585","augmented_excluded_default","4","11","false","ri-ma-zo u-ta-jo-jo tu-ni-ja OVIS:m"
"586","augmented_excluded_default","5","11","false","po-to u-ta-jo-jo ru-ki-to OVIS:m oOVIS:m"
"587","augmented_excluded_default","4","12","false","da-ja-ro we-we-si-jo-jo ru-ki-to OVIS:m"
"588","augmented_excluded_default","5","11","false","ma-di-qo u-ta-jo-jo da-wo OVIS:m OVIS:f"
"589","augmented_excluded_default","5","13","false","i-ke-ke-ra da-mi-ni-jo ku-ta-to OVIS:m peOVIS:m"
"590","augmented_excluded_default","4","10","false","di-wo da-*22-to u-ta-jo-jo OVIS:m"
"591","augmented_excluded_default","3","11","false","o-ki-ro we-we-si-jo-jo pa-i-to"
"592","augmented_excluded_default","3","8","true","o-ra a-te-jo do-ti-ja"
"593","augmented_excluded_default","3","10","false","ta-na-to u-ta-jo-jo e-ko-so"
"594","augmented_excluded_default","3","11","false","a-te-mo we-we-si-jo-jo ku-ta-to"
"595","augmented_excluded_default","5","11","false","ko-*18 u-ta-jo-jo e-ko-so OVIS:m OVIS:f"
"596","augmented_excluded_default","3","8","true","pe-ri-qo-te-jo ra-ja OVIS:m"
"597","augmented_excluded_default","5","10","false","u-ta-jo-jo su-ri-mo OVIS:m OVIS:f oOVIS:m"
"598","augmented_excluded_default","3","8","true","u-ta-jo-jo tu-ni-ja OVIS:m"
"599","augmented_excluded_default","5","11","false","to-ro a-te-jo se-to-i-ja OVIS:m oOVIS:m"
"600","augmented_excluded_default","4","9","false","pu-ri u-ta-jo-jo e-ra OVIS:m"
"601","augmented_excluded_default","5","12","false","je-zo we-we-si-jo-jo da-ra-ko OVIS:m oOVIS:m"
"602","augmented_excluded_default","6","14","false","pe-po-ro pe-ri-qo-te-jo ri-jo-no OVIS:m OVIS:f oOVIS:m"
"603","augmented_excluded_default","5","11","false","a-ko-ro sa-qa-re-jo ra-ja OVIS:f okiOVIS:m"
"604","augmented_excluded_default","5","9","false","u-ta-jo-jo e-ra OVIS:m OVIS:f oOVIS:m"
"605","augmented_excluded_default","4","14","false","te-wa-jo po-ti-ni-ja-we-jo si-ja-du-we OVIS:f"
"606","augmented_excluded_default","4","10","false","e-se-re-e-jo ma-so-mo OVIS:f okiOVIS:m"
"607","augmented_excluded_default","4","12","false","ta-i-po we-we-si-jo-jo pa-i-to OVIS:m"
"608","augmented_excluded_default","4","12","false","a-re-ke-se-u da-wo we-we-si-jo OVIS:m"
"609","augmented_excluded_default","6","14","false","a-wo-ti-jo da-wo we-we-si-jo-jo OVIS:m OVIS:f paOVIS:m"
"610","augmented_excluded_default","7","14","false","a-ni-ja-to da-wo we-we-si-jo OVIS:m OVIS:f paOVIS:m oOVIS:m"
"611","augmented_excluded_default","5","12","false","du-ta-so da-wo we-we-si-jo-jo OVIS:m OVIS:f"
"612","augmented_excluded_default","5","12","false","a-qe-mo da-wo we-we-si-jo-jo OVIS:m OVIS:f"
"613","augmented_excluded_default","4","11","false","ku-tu-qa-no da-wo we-we-si-jo OVIS:m"
"614","augmented_excluded_default","5","14","false","wi-je-so da-wo ki-ri-jo-te we-we-si-jo OVIS:m"
"615","augmented_excluded_default","4","11","false","da-i-qo-ta da-wo we-we-si-jo OVIS:m"
"616","augmented_excluded_default","6","16","false","a-nu-ko da-wo ki-ri-jo-te we-we-si-jo-jo OVIS:m OVIS:f"
"617","augmented_excluded_default","3","10","false","o-ki-ro da-wo we-we-si-jo-jo"
"618","augmented_excluded_default","4","10","false","ta-i-po da-wo we-we-si-jo OVIS:m"
"619","augmented_excluded_default","5","14","false","wo-*82-ni-jo pa-i-to we-we-si-jo-jo OVIS:m oOVIS:m"
"620","augmented_excluded_default","5","13","false","wi-jo-ka-de pa-i-to we-we-si-jo OVIS:m OVIS:f"
"621","augmented_excluded_default","4","10","false","mi-ru-ro *56-ko-we u-ta-jo OVIS:m"
"622","augmented_excluded_default","5","13","false","po-ro-u-te-u *56-ko-we u-ta-jo OVIS:m oOVIS:m"
"623","augmented_excluded_default","5","12","false","ta-ra-to-no *56-ko-we u-ta-jo OVIS:m oOVIS:m"
"624","augmented_excluded_default","4","11","false","a3-ke-ta *56-ko-we u-ta-jo-jo OVIS:m"
"625","augmented_excluded_default","4","10","false","di-wo u-ta-jo-jo *56-ko-we OVIS:m"
"626","augmented_excluded_default","4","9","false","ke-to da-*22-to u-ta-jo OVIS:m"
"627","augmented_excluded_default","4","10","false","ke-to da-*22-to u-ta-jo-jo OVIS:m"
"628","augmented_excluded_default","4","12","false","ti-ri-jo-ko-so da-*22-to u-ta-jo OVIS:m"
"629","augmented_excluded_default","6","13","false","ma-di-qo po-ti-ni-ja-we-jo OVIS:f LANA okiOVIS:m oLANA"
"630","augmented_excluded_default","6","13","false","a-ko-i-da po-ti-ni-ja-we OVIS:f LANA okiOVIS:m oLANA"
"631","augmented_excluded_default","7","13","false","ta-mi-de-so sa-qa-re-jo OVIS:f LANA oLANA oOVIS:f okiOVIS:m"
"632","augmented_excluded_default","6","13","false","ke-u-sa po-ti-ni-ja-we-jo OVIS:f LANA okiOVIS:m oLANA"
"633","augmented_excluded_default","7","13","false","si-da-jo e-se-re-e-jo OVIS:f kiOVIS:m LANA okiOVIS:m oLANA"
"634","augmented_excluded_default","7","12","false","pa-za-ti sa-qa-re-jo OVIS:f LANA oLANA oOVIS:f okiOVIS:m"
"635","augmented_excluded_default","6","12","false","i-pe-ta e-se-re-e-jo OVIS:f LANA oOVIS:f okiOVIS:m"
"636","augmented_excluded_default","6","12","false","*18-jo po-ti-ni-ja-we-jo OVIS:f LANA okiOVIS:m oLANA"
"637","augmented_excluded_default","3","8","true","ka-ta-wo da-mi-ni-jo OVIS:m"
"638","augmented_excluded_default","3","8","true","au-ri-jo da-mi-ni-jo OVIS:m"
"639","augmented_excluded_default","4","9","false","wa-*86-re da-mi-ni-jo OVIS:m peOVIS:m"
"640","augmented_excluded_default","4","10","false","wa-du-na-ro da-mi-ni-jo OVIS:m oOVIS:m"
"641","augmented_excluded_default","5","11","false","de-ke-se-u da-mi-ni-jo OVIS:m OVIS:f peOVIS:m"
"642","augmented_excluded_default","5","9","false","u-*56 da-mi-ni-jo OVIS:m OVIS:f peOVIS:m"
"643","augmented_excluded_default","5","10","false","ti-mi-za da-mi-ni-jo OVIS:m OVIS:f peOVIS:m"
"644","augmented_excluded_default","4","9","false","a-nu-ko da-mi-ni-jo OVIS:m peOVIS:m"
"645","augmented_excluded_default","3","7","true","mi-ru-ro u-ta-jo OVIS:m"
"646","augmented_excluded_default","4","10","false","po-ro-u-te-u u-ta-jo OVIS:m oOVIS:m"
"647","augmented_excluded_default","4","9","false","ta-ra-to-no u-ta-jo OVIS:m oOVIS:m"
"648","augmented_excluded_default","3","8","true","*56-du-nu-ka u-ta-jo OVIS:m"
"649","augmented_excluded_default","3","7","true","a-ke-u u-ta-jo OVIS:m"
"650","augmented_excluded_default","3","6","true","ke-to u-ta-jo OVIS:m"
"651","augmented_excluded_default","3","7","true","ke-to u-ta-jo-jo OVIS:m"
"652","augmented_excluded_default","5","9","false","we-ra-to u-ta-jo OVIS:m OVIS:f oOVIS:m"
"653","augmented_excluded_default","3","8","true","po-ru-qo-to u-ta-jo OVIS:m"
"654","augmented_excluded_default","5","10","false","si-ta-ro u-ta-jo-jo OVIS:m OVIS:f oOVIS:m"
"655","augmented_excluded_default","3","8","true","a3-ke-ta u-ta-jo-jo OVIS:m"
"656","augmented_excluded_default","4","9","false","qi-ja-to u-ta-jo-jo OVIS:m OVIS:f"
"657","augmented_excluded_default","3","7","true","du-ri u-ta-jo-jo OVIS:m"
"658","augmented_excluded_default","5","11","false","su-di-ni-ko we-we-si-jo OVIS:m OVIS:f oOVIS:m"
"659","augmented_excluded_default","5","10","false","ko-ro we-we-si-jo-jo OVIS:m OVIS:f oOVIS:m"
"660","augmented_excluded_default","5","12","false","da-ta-ja-ro we-we-si-jo-jo OVIS:m OVIS:f oOVIS:m"
"661","augmented_excluded_default","4","11","false","wo-*82-ni-jo we-we-si-jo-jo OVIS:m oOVIS:m"
"662","augmented_excluded_default","4","10","false","wi-jo-ka-de we-we-si-jo OVIS:m OVIS:f"
"663","augmented_excluded_default","3","10","false","a-re-ke-se-u we-we-si-jo OVIS:m"
"664","augmented_excluded_default","5","12","false","a-wo-ti-jo we-we-si-jo-jo OVIS:m OVIS:f paOVIS:m"
"665","augmented_excluded_default","6","12","false","a-ni-ja-to we-we-si-jo OVIS:m OVIS:f paOVIS:m oOVIS:m"
"666","augmented_excluded_default","4","10","false","du-ta-so we-we-si-jo-jo OVIS:m OVIS:f"
"667","augmented_excluded_default","4","10","false","a-qe-mo we-we-si-jo-jo OVIS:m OVIS:f"
"668","augmented_excluded_default","3","9","false","ku-tu-qa-no we-we-si-jo OVIS:m"
"669","augmented_excluded_default","3","10","false","e-ro-u-ta we-we-si-jo-jo OVIS:m"
"670","augmented_excluded_default","3","8","true","wi-je-so we-we-si-jo OVIS:m"
"671","augmented_excluded_default","3","9","false","da-i-qo-ta we-we-si-jo OVIS:m"
"672","augmented_excluded_default","4","8","true","au-ta2 we-we-si-jo OVIS:m OVIS:f"
"673","augmented_excluded_default","5","11","false","da-ja-ro we-we-si-jo-jo OVIS:m OVIS:f oOVIS:m"
"674","augmented_excluded_default","4","9","false","ma-di we-we-si-jo-jo OVIS:m OVIS:f"
"675","augmented_excluded_default","5","9","false","ka-to we-we-si-jo OVIS:m OVIS:f oOVIS:f"
"676","augmented_excluded_default","3","10","false","ru-*56-ra-so pe-ri-qo-te-jo OVIS:m"
"677","augmented_excluded_default","5","13","false","da-i-ta-ra-ro pe-ri-qo-te-jo OVIS:m OVIS:f oOVIS:m"
"678","augmented_excluded_default","4","11","false","na-pu-ti-jo pe-ri-qo-te-jo OVIS:m OVIS:f"
"679","augmented_excluded_default","3","8","true","*34-zo pe-ri-qo-te-jo OVIS:m"
"680","augmented_excluded_default","5","9","false","ja-ti-ri a-te-jo OVIS:m OVIS:f oOVIS:m"
"681","augmented_excluded_default","4","8","true","de-ni-mo a-te-jo OVIS:m oOVIS:m"
"682","augmented_excluded_default","5","9","false","a-ra-ko a-te-jo OVIS:m OVIS:f oOVIS:m"
"683","augmented_excluded_default","3","9","false","da-i-ze-to u-ta-jo-jo OVIS:m"
"684","augmented_excluded_default","3","9","false","su-ta-no pe-ri-qo-te-jo OVIS:m"
"685","augmented_excluded_default","4","8","true","u-ra-jo a-te-jo OVIS:m OVIS:f"
"686","augmented_excluded_default","3","7","true","wi-na-jo u-ta-jo OVIS:m"
"687","augmented_excluded_default","3","10","false","ta-we-si-jo pe-ri-qo-te-jo OVIS:m"
"688","augmented_excluded_default","3","9","false","pu-to-ro pe-ri-qo-te-jo OVIS:m"
"689","augmented_excluded_default","4","8","true","ku-ka-no a-te-jo OVIS:m oOVIS:m"
"690","augmented_excluded_default","4","9","false","tu-*56-da-ro u-ta-jo OVIS:m OVIS:m"
"691","augmented_excluded_default","3","8","true","wi-ja-ma-ro u-ta-jo OVIS:m"
"692","augmented_excluded_default","3","9","false","ti-ri-jo-ko-so u-ta-jo OVIS:m"
"693","augmented_excluded_default","4","11","false","e-u-me-ta pe-ri-qo-te-jo OVIS:m OVIS:f"
"694","augmented_excluded_default","3","7","true","ku-ke-to a-te-jo OVIS:m"
"695","augmented_excluded_default","5","8","true","se-do u-ta-jo OVIS:m OVIS:f oOVIS:m"
"696","augmented_excluded_default","3","7","true","ri-ma-zo u-ta-jo OVIS:m"
"697","augmented_excluded_default","4","7","true","po-to u-ta-jo OVIS:m oOVIS:m"
"698","augmented_excluded_default","3","8","true","da-ja-ro we-we-si-jo OVIS:m"
"699","augmented_excluded_default","4","8","true","ma-di-qo u-ta-jo OVIS:m OVIS:f"
"700","augmented_excluded_default","4","10","false","a-nu-ko we-we-si-jo-jo OVIS:m OVIS:f"
"701","augmented_excluded_default","4","10","false","i-ke-ke-ra da-mi-ni-jo OVIS:m peOVIS:m"
"702","augmented_excluded_default","3","7","true","di-wo u-ta-jo-jo OVIS:m"
"703","augmented_excluded_default","2","8","true","o-ki-ro we-we-si-jo-jo"
"704","augmented_excluded_default","2","5","true","o-ra a-te-jo"
"705","augmented_excluded_default","2","7","true","ta-na-to u-ta-jo-jo"
"706","augmented_excluded_default","2","8","true","a-te-mo we-we-si-jo-jo"
"707","augmented_excluded_default","4","8","true","ko-*18 u-ta-jo-jo OVIS:m OVIS:f"
"708","augmented_excluded_default","4","7","true","to-ro a-te-jo OVIS:m oOVIS:m"
"709","augmented_excluded_default","3","7","true","pu-ri u-ta-jo-jo OVIS:m"
"710","augmented_excluded_default","4","8","true","je-zo we-we-si-jo OVIS:m oOVIS:m"
"711","augmented_excluded_default","5","11","false","pe-po-ro pe-ri-qo-te-jo OVIS:m OVIS:f oOVIS:m"
"712","augmented_excluded_default","3","10","false","te-wa-jo po-ti-ni-ja-we-jo OVIS:f"
"713","augmented_excluded_default","3","8","true","ta-i-po we-we-si-jo OVIS:m"
"714","augmented_excluded_default","6","11","false","ma-di-qo si-ja-du-we OVIS:f LANA okiOVIS:m oLANA"
"715","augmented_excluded_default","6","11","false","a-ko-i-da qa-nwa-so OVIS:f LANA okiOVIS:m oLANA"
"716","augmented_excluded_default","7","11","false","ta-mi-de-so e-ra OVIS:f LANA oLANA oOVIS:f okiOVIS:m"
"717","augmented_excluded_default","6","11","false","ke-u-sa si-ja-du-we OVIS:f LANA okiOVIS:m oLANA"
"718","augmented_excluded_default","7","10","false","si-da-jo ma-ri OVIS:f kiOVIS:m LANA okiOVIS:m oLANA"
"719","augmented_excluded_default","7","10","false","pa-za-ti ma-ri OVIS:f LANA oLANA oOVIS:f okiOVIS:m"
"720","augmented_excluded_default","6","10","false","i-pe-ta su-ri-mo OVIS:f LANA oOVIS:f okiOVIS:m"
"721","augmented_excluded_default","6","10","false","*18-jo si-ja-du-we OVIS:f LANA okiOVIS:m oLANA"
"722","augmented_excluded_default","3","7","true","ka-ta-wo ku-ta-to OVIS:m"
"723","augmented_excluded_default","3","7","true","au-ri-jo ku-ta-to OVIS:m"
"724","augmented_excluded_default","4","8","true","wa-*86-re ku-ta-to OVIS:m peOVIS:m"
"725","augmented_excluded_default","4","9","false","wa-du-na-ro ku-ta-to OVIS:m oOVIS:m"
"726","augmented_excluded_default","5","10","false","de-ke-se-u ku-ta-to OVIS:m OVIS:f peOVIS:m"
"727","augmented_excluded_default","5","8","true","u-*56 ku-ta-to OVIS:m OVIS:f peOVIS:m"
"728","augmented_excluded_default","5","9","false","ti-mi-za ku-ta-to OVIS:m OVIS:f peOVIS:m"
"729","augmented_excluded_default","4","8","true","a-nu-ko ku-ta-to OVIS:m peOVIS:m"
"730","augmented_excluded_default","3","7","true","mi-ru-ro da-*22-to OVIS:m"
"731","augmented_excluded_default","4","10","false","po-ro-u-te-u da-*22-to OVIS:m oOVIS:m"
"732","augmented_excluded_default","4","9","false","ta-ra-to-no da-*22-to OVIS:m oOVIS:m"
"733","augmented_excluded_default","3","8","true","*56-du-nu-ka do-ti-ja OVIS:m"
"734","augmented_excluded_default","3","7","true","a-ke-u e-ko-so OVIS:m"
"735","augmented_excluded_default","3","6","true","ke-to *56-ko-we OVIS:m"
"736","augmented_excluded_default","3","6","true","ke-to *56-ko-we OVIS:m"
"737","augmented_excluded_default","5","9","false","we-ra-to e-ko-so OVIS:m OVIS:f oOVIS:m"
"738","augmented_excluded_default","3","8","true","po-ru-qo-to e-ko-so OVIS:m"
"739","augmented_excluded_default","5","8","true","si-ta-ro da-wo OVIS:m OVIS:f oOVIS:m"
"740","augmented_excluded_default","3","7","true","a3-ke-ta da-*22-to OVIS:m"
"741","augmented_excluded_default","4","7","true","qi-ja-to qa-ra OVIS:m OVIS:f"
"742","augmented_excluded_default","3","6","true","du-ri ri-jo-no OVIS:m"
"743","augmented_excluded_default","5","10","false","su-di-ni-ko da-*22-to OVIS:m OVIS:f oOVIS:m"
"744","augmented_excluded_default","5","8","true","ko-ro da-*22-to OVIS:m OVIS:f oOVIS:m"
"745","augmented_excluded_default","5","10","false","da-ta-ja-ro da-*22-to OVIS:m OVIS:f oOVIS:m"
"746","augmented_excluded_default","4","8","true","wo-*82-ni-jo da-wo OVIS:m oOVIS:m"
"747","augmented_excluded_default","4","8","true","wi-jo-ka-de da-wo OVIS:m OVIS:f"
"748","augmented_excluded_default","3","9","false","a-re-ke-se-u pa-i-to OVIS:m"
"749","augmented_excluded_default","5","10","false","a-wo-ti-jo pa-i-to OVIS:m OVIS:f paOVIS:m"
"750","augmented_excluded_default","6","11","false","a-ni-ja-to pa-i-to OVIS:m OVIS:f paOVIS:m oOVIS:m"
"751","augmented_excluded_default","4","8","true","du-ta-so pa-i-to OVIS:m OVIS:f"
"752","augmented_excluded_default","4","8","true","a-qe-mo pa-i-to OVIS:m OVIS:f"
"753","augmented_excluded_default","3","8","true","ku-tu-qa-no pa-i-to OVIS:m"
"754","augmented_excluded_default","3","8","true","e-ro-u-ta su-ri-mo OVIS:m"
"755","augmented_excluded_default","3","7","true","wi-je-so pa-i-to OVIS:m"
"756","augmented_excluded_default","3","8","true","da-i-qo-ta pa-i-to OVIS:m"
"757","augmented_excluded_default","4","6","true","au-ta2 di-ro OVIS:m OVIS:f"
"758","augmented_excluded_default","5","8","true","da-ja-ro di-ro OVIS:m OVIS:f oOVIS:m"
"759","augmented_excluded_default","4","7","true","ma-di e-ko-so OVIS:m OVIS:f"
"760","augmented_excluded_default","5","8","true","ka-to da-ra-ko OVIS:m OVIS:f oOVIS:f"
"761","augmented_excluded_default","3","8","true","ru-*56-ra-so pa-i-to OVIS:m"
"762","augmented_excluded_default","5","11","false","da-i-ta-ra-ro ti-ri-to OVIS:m OVIS:f oOVIS:m"
"763","augmented_excluded_default","4","9","false","na-pu-ti-jo ti-ri-to OVIS:m OVIS:f"
"764","augmented_excluded_default","3","6","true","*34-zo tu-ni-ja OVIS:m"
"765","augmented_excluded_default","5","9","false","ja-ti-ri do-ti-ja OVIS:m OVIS:f oOVIS:m"
"766","augmented_excluded_default","4","8","true","de-ni-mo do-ti-ja OVIS:m oOVIS:m"
"767","augmented_excluded_default","5","9","false","a-ra-ko do-ti-ja OVIS:m OVIS:f oOVIS:m"
"768","augmented_excluded_default","3","7","true","da-i-ze-to qa-mo OVIS:m"
"769","augmented_excluded_default","3","6","true","su-ta-no ra-to OVIS:m"
"770","augmented_excluded_default","4","9","false","u-ra-jo qa-sa-ro-we OVIS:m OVIS:f"
"771","augmented_excluded_default","3","6","true","wi-na-jo e-ra OVIS:m"
"772","augmented_excluded_default","3","7","true","ta-we-si-jo e-ra OVIS:m"
"773","augmented_excluded_default","3","6","true","pu-to-ro e-ra OVIS:m"
"774","augmented_excluded_default","4","8","true","ku-ka-no pu-na-so OVIS:m oOVIS:m"
"775","augmented_excluded_default","4","8","true","tu-*56-da-ro e-ra OVIS:m OVIS:m"
"776","augmented_excluded_default","3","8","true","wi-ja-ma-ro pa-i-to OVIS:m"
"777","augmented_excluded_default","3","9","false","ti-ri-jo-ko-so *56-ko-we OVIS:m"
"778","augmented_excluded_default","4","8","true","e-u-me-ta ra-ja OVIS:m OVIS:f"
"779","augmented_excluded_default","3","8","true","ku-ke-to se-to-i-ja OVIS:m"
"780","augmented_excluded_default","5","7","true","se-do ra-ja OVIS:m OVIS:f oOVIS:m"
"781","augmented_excluded_default","3","7","true","ri-ma-zo tu-ni-ja OVIS:m"
"782","augmented_excluded_default","4","7","true","po-to ru-ki-to OVIS:m oOVIS:m"
"783","augmented_excluded_default","3","7","true","da-ja-ro ru-ki-to OVIS:m"
"784","augmented_excluded_default","4","7","true","ma-di-qo da-wo OVIS:m OVIS:f"
"785","augmented_excluded_default","4","8","true","a-nu-ko pa-i-to OVIS:m OVIS:f"
"786","augmented_excluded_default","4","9","false","i-ke-ke-ra ku-ta-to OVIS:m peOVIS:m"
"787","augmented_excluded_default","3","6","true","di-wo da-*22-to OVIS:m"
"788","augmented_excluded_default","2","6","true","o-ki-ro pa-i-to"
"789","augmented_excluded_default","2","5","true","o-ra do-ti-ja"
"790","augmented_excluded_default","2","6","true","ta-na-to e-ko-so"
"791","augmented_excluded_default","2","6","true","a-te-mo ku-ta-to"
"792","augmented_excluded_default","4","7","true","ko-*18 e-ko-so OVIS:m OVIS:f"
"793","augmented_excluded_default","4","8","true","to-ro se-to-i-ja OVIS:m oOVIS:m"
"794","augmented_excluded_default","3","5","true","pu-ri e-ra OVIS:m"
"795","augmented_excluded_default","4","7","true","je-zo da-ra-ko OVIS:m oOVIS:m"
"796","augmented_excluded_default","5","9","false","pe-po-ro ri-jo-no OVIS:m OVIS:f oOVIS:m"
"797","augmented_excluded_default","3","8","true","te-wa-jo si-ja-du-we OVIS:f"
"798","augmented_excluded_default","3","7","true","ta-i-po pa-i-to OVIS:m"
"799","augmented_excluded_default","9","15","false","mi-ti ku-ta-to we-we-si-jo OVIS:f kiOVIS LANA oOVIS:f okiOVIS oLANA"
"800","augmented_excluded_default","6","13","false","e-ke-me-de tu-ni-ja u-ta-jo OVIS:m OVIS:f paOVIS:m"
"801","augmented_excluded_default","6","12","false","da-ro e-ko-so we-we-si-jo OVIS:m LANA LANA"
"802","augmented_excluded_default","7","13","false","o-ku e-ko-so we-we-si-jo OVIS:f oOVIS:m kiOVIS:m okiOVIS:m"
"803","augmented_excluded_default","7","15","false","di-ta-ka-so e-ko-so we-we-si-jo OVIS:f WE kiOVIS:m okiOVIS:m"
"804","augmented_excluded_default","5","12","false","qi-ta-ro da-ra-ko we-we-si-jo OVIS:m LANA"
"805","augmented_excluded_default","3","10","false","da-to-ro su-ri-mo we-we-si-jo"
"806","augmented_excluded_default","5","14","false","a-te-i-ja-ta ku-ta-to we-we-si-jo OVIS:m LANA"
"807","augmented_excluded_default","6","13","false","ka-da-no ku-ta-to we-we-si-jo OVIS:m LANA oLANA"
"808","augmented_excluded_default","5","14","false","a-ko-mo-ni-jo ku-ta-to we-we-si-jo kineOVIS:m LANA"
"809","augmented_excluded_default","6","12","false","wo-wo ku-ta-to we-we-si-jo OVIS:m LANA oLANA"
"810","augmented_excluded_default","6","13","false","ka-te-u ku-ta-to we-we-si-jo OVIS:m LANA oLANA"
"811","augmented_excluded_default","6","14","false","ka-mi-ni-to ku-ta-to we-we-si-jo OVIS:m LANA oLANA"
"812","augmented_excluded_default","6","14","false","e-ru-to-ro ku-ta-to we-we-si-jo OVIS:m LANA oLANA"
"813","augmented_excluded_default","6","13","false","di-ra-qo ku-ta-to we-we-si-jo OVIS:m LANA oLANA"
"814","augmented_excluded_default","4","9","false","ru-na-mo qa-ra u-ta-jo OVIS:m"
"815","augmented_excluded_default","4","10","false","ki-*18-i-so qa-ra u-ta-jo OVIS:m"
"816","augmented_excluded_default","5","10","false","a-wa-so qa-mo u-ta-jo OVIS:m OVIS:f"
"817","augmented_excluded_default","7","14","false","qa-i-po su-ri-mo we-we-si-jo OVIS:m OVIS:f peOVIS:m oOVIS:m"
"818","augmented_excluded_default","6","13","false","a-tu-ko su-ri-mo we-we-si-jo OVIS:m OVIS:m paOVIS:m"
"819","augmented_excluded_default","4","11","false","da-to-ro su-ri-mo we-we-si-jo OVIS:m"
"820","augmented_excluded_default","5","14","false","a3-ku-pi-ti-jo su-ri-mo we-we-si-jo OVIS:m OVIS:f"
"821","augmented_excluded_default","6","13","false","re-me-to su-ri-mo we-we-si-jo OVIS:m OVIS:f paOVIS:m"
"822","augmented_excluded_default","7","16","false","a-du-ru-po-to su-ri-mo we-we-si-jo OVIS:m OVIS:m paOVIS:m peOVIS:m"
"823","augmented_excluded_default","4","12","false","ki-ta-ne-to su-ri-mo we-we-si-jo OVIS:m"
"824","augmented_excluded_default","5","13","false","qa-si-da-ro ku-ta-to we-we-si-jo OVIS:m OVIS:f"
"825","augmented_excluded_default","5","12","false","ri-wi-so ku-ta-to we-we-si-jo OVIS:m OVIS"
"826","augmented_excluded_default","6","15","false","a-ko-mo-ni-jo ku-ta-to we-we-si-jo OVIS:m OVIS:f oOVIS:m"
"827","augmented_excluded_default","4","11","false","ri-wi-so ku-ta-to we-we-si-jo OVIS:m"
"828","augmented_excluded_default","4","11","false","a-qi-ro ku-ta-to we-we-si-jo OVIS:m"
"829","augmented_excluded_default","4","11","false","e-qa-ro ku-ta-to we-we-si-jo OVIS:m"
"830","augmented_excluded_default","5","12","false","ka-da-no ku-ta-to we-we-si-jo OVIS:m OVIS"
"831","augmented_excluded_default","4","12","false","sa-ma-ri-jo da-*22-to we-we-si-jo OVIS:m"
"832","augmented_excluded_default","6","14","false","e-u-ko-ro da-*22-to we-we-si-jo OVIS:m OVIS:f paOVIS:m"
"833","augmented_excluded_default","6","15","false","qa-ra-su-ti-jo da-*22-to we-we-si-jo OVIS:m OVIS:f paOVIS:m"
"834","augmented_excluded_default","4","10","false","o-ku pa-i-to we-we-si-jo OVIS:m"
"835","augmented_excluded_default","6","12","false","po-ro pa-i-to we-we-si-jo OVIS:m OVIS:f paOVIS:m"
"836","augmented_excluded_default","4","12","false","du-pu2-ra-zo pa-i-to we-we-si-jo OVIS:m"
"837","augmented_excluded_default","5","11","false","pa-ru ra-to pe-ri-qo-te-jo OVIS:m OVIS:f"
"838","augmented_excluded_default","5","13","false","i-mi-ri-jo ra-to pe-ri-qo-te-jo OVIS:m OVIS:f"
