query_id,rank,lead_label,lead_class,query_role,query_text,status,cdli_url,http_status,byte_length,page_count,page_cap_reached,returned_artifacts,query_line_artifacts,unique_inscription_hashes,duplicate_cluster_count,max_duplicate_cluster_size,artifacts_with_meluhha_anywhere,artifacts_with_query_line_and_meluhha_anywhere,artifacts_with_query_line_adjacent_to_meluhha,artifacts_with_query_line_same_as_meluhha,query_line_anywhere_false_positive_rate,query_line_adjacency_false_positive_rate,passes_negative_gate,gate_reason,meluhha_artifact_ps,non_meluhha_artifact_ps,rationale
mn_2634eb3b8df89360,8,e2-duru5 Meluhha estate,estate_settlement_context,diagnostic,e2-duru5 me-luh-ha{ki},ok,https://cdli.earth/search?atf_transliteration=e2-duru5%20me-luh-ha%7Bki%7D&format=json&limit=100,200,2438,1,false,1,1,1,0,1,1,1,1,1,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P235705,,`e2-duru5` appears with Meluhha locative or ablative forms and may encode an estate/settlement context.
mn_8c291afac16264a6,9,sons of Meluhha,patronymic_origin_formula,diagnostic,dumu me-luh-ha,ok,https://cdli.earth/search?atf_transliteration=dumu%20me-luh-ha&format=json&limit=100,200,747328,1,false,10,10,10,0,1,10,10,10,10,0.000000,0.000000,candidate_only,Matched-negative gate did not reject this source-side cuneiform lead; it still requires duplicate-edition review and external-object linkage before any claim.,P102519|P108448|P123177|P124739|P135727|P136196|P202783|P207485|P318542|P467759,,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.
mn_33eb456a5fda6ce0,9,sons of Meluhha,patronymic_origin_formula,anchor,kiszib3 ur-{d}lamma,ok,https://cdli.earth/search?atf_transliteration=kiszib3%20ur-%7Bd%7Dlamma&format=json&limit=100,200,2147837,3,false,204,194,204,0,1,5,5,3,1,0.974227,0.984536,false,Anchor is not Meluhha-diagnostic: 97.4% of query-line artifacts lack any Meluhha line.,P102519|P115571|P123177|P136196|P202783,P100949|P101890|P101961|P101992|P102058|P102059|P102117|P102123|P102224|P102605|P102832|P103330|P105737|P108466|P108470|P108526|P108564|P108634|P108712|P108714|P109955|P109959|P110129|P110297|P110302|P110428|P110601|P110711|P110712|P110861|P110866|P111027|P111177|P111579|P111649|P111663|P111915|P112865|P112999|P113343|P113351|P113485|P113555|P114631|P114698|P114730|P114764|P115699|P115708|P115752|P115787|P116022|P116032|P116056|P116059|P116142|P116346|P116356|P116479|P116519|P116657|P117014|P117638|P119680|P119682|P124737|P126529|P127589|P127915|P127918|P127934|P129495|P129723|P129833|P129978|P130020|P130026|P130104|P131303|P131305|P131413|P131437|P132176|P132551|P132682|P133091|P133258|P133371|P133408|P133453|P133504|P134784|P135618|P135683|P135696|P135697|P135705|P135749|P136144|P136152|P136194|P141835|P141847|P141903|P143052|P143509|P144998|P145725|P200999|P201219|P202279|P202288|P202786|P203008|P203401|P203732|P203736|P203742|P203827|P203886|P204018|P204224|P204396|P204470|P204614|P205325|P205686|P205693|P205815|P205856|P206029|P206044|P206122|P206130|P206191|P206310|P206521|P207140|P207637|P209824|P209838|P210008|P248984|P248995|P283820|P283838|P283840|P315731|P315855|P316484|P316564|P317783|P318009|P320460|P321134|P330164|P330223|P332190|P355923|P355935|P361737|P361740|P361767|P361831|P361875|P361879|P361891|P361895|P361920|P361937|P361985|P362036|P362248|P362252|P362269|P362277|P379586|P380238|P380252|P388897|P499282|P499311|P500265|P500274|P500384|P512843|P517268|P517482|P519442,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.
mn_9d561e2c859cf791,9,sons of Meluhha,patronymic_origin_formula,diagnostic,kiszib3 ur-{d}lamma dumu me-luh-ha,ok,https://cdli.earth/search?atf_transliteration=kiszib3%20ur-%7Bd%7Dlamma%20dumu%20me-luh-ha&format=json&limit=100,200,25025,1,false,3,1,3,0,1,3,1,1,1,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P136196,,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.
mn_ec001c88533193f5,9,sons of Meluhha,patronymic_origin_formula,anchor,ur-{d}ig-alim,ok,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dig-alim&format=json&limit=100,200,8202519,5,true,500,482,500,0,1,1,1,0,0,0.997925,1.000000,false,Anchor is not Meluhha-diagnostic: 99.8% of query-line artifacts lack any Meluhha line.,P115266,P100162|P100286|P100858|P100866|P100902|P100933|P100935|P100958|P101313|P101346|P101718|P101904|P101914|P101917|P101939|P101992|P102049|P102055|P102098|P102107|P102150|P102156|P102173|P102224|P102227|P102229|P102232|P102264|P102266|P102385|P102390|P102394|P102396|P102397|P102400|P102403|P102513|P102530|P102543|P102619|P102653|P102674|P102677|P102679|P102694|P102772|P102781|P102911|P103148|P103317|P103341|P103387|P103396|P103946|P103964|P104130|P104296|P104528|P104617|P104645|P104693|P104887|P104894|P104904|P104923|P104939|P105019|P105441|P105526|P105687|P105746|P105768|P105778|P106050|P106150|P106323|P106889|P106893|P107069|P107146|P107397|P108202|P108245|P108388|P108393|P108394|P108399|P108402|P108412|P108413|P108418|P108466|P108470|P108471|P108473|P108474|P108476|P108478|P108483|P108488|P108492|P108495|P108497|P108499|P108521|P108526|P108530|P108538|P108542|P108569|P108572|P108575|P108584|P108596|P108597|P108600|P108603|P108612|P108613|P108615|P108616|P108617|P108618|P108619|P108620|P108636|P108651|P108653|P108681|P108785|P108824|P108836|P108839|P108850|P108935|P108972|P108973|P108985|P109047|P109059|P109100|P109108|P109128|P109130|P109152|P109165|P109175|P109336|P109365|P109373|P109375|P109376|P109880|P109887|P109889|P109897|P109898|P109899|P109901|P109903|P109904|P109908|P109916|P109925|P109929|P109934|P109944|P109948|P109958|P109959|P109964|P109965|P109969|P109972|P109975|P110000|P110007|P110014|P110054|P110064|P110082|P110113|P110121|P110122|P110123|P110126|P110129|P110132|P110159|P110186|P110191|P110201|P110205|P110230|P110233|P110236|P110239|P110245|P110248|P110262|P110264|P110267|P110280|P110283|P110284|P110285|P110287|P110291|P110294|P110385|P110405|P110416|P110431|P110486|P110496|P110601|P110610|P110651|P110727|P110741|P110753|P110760|P110765|P110766|P110772|P110776|P110778|P110782|P110787|P110796|P110811|P110816|P110828|P110857|P110880|P110909|P110910|P110945|P110946|P110962|P111137|P111151|P111206|P111210|P111217|P111264|P111265|P111276|P111313|P111315|P111316|P111333|P111358|P111361|P111385|P111401|P111497|P111545|P111575|P111591|P111616|P111629|P111687|P111748|P111750|P111896|P111941|P112760|P112876|P112879|P112968|P113301|P113305|P113311|P113317|P113318|P113320|P113332|P113393|P113399|P113474|P113475|P113477|P113483|P113484|P113491|P113534|P113566|P113581|P113584|P113763|P113814|P113815|P113958|P114362|P114373|P114375|P114385|P114386|P114388|P114393|P114403|P114406|P114416|P114425|P114444|P114448|P114474|P114483|P114487|P114522|P114550|P114570|P114585|P114616|P114618|P114619|P114620|P114623|P114626|P114627|P114628|P114651|P114655|P114683|P114696|P114732|P114742|P114752|P114755|P114762|P114769|P114777|P114780|P114812|P114853|P114881|P114889|P114910|P114912|P114995|P115000|P115013|P115018|P115040|P115089|P115103|P115111|P115133|P115166|P115167|P115174|P115229|P115251|P115271|P115276|P115353|P115358|P115377|P115534|P115537|P115569|P115669|P115703|P115704|P115705|P115726|P115730|P115742|P115753|P115763|P115776|P115786|P115789|P115807|P115929|P116001|P116050|P116070|P116074|P116093|P116095|P116103|P116110|P116120|P116121|P116128|P116141|P116152|P116163|P116268|P116278|P116298|P116299|P116366|P116373|P116379|P116387|P116416|P116426|P116430|P116431|P116478|P116489|P116505|P116506|P116509|P116514|P116515|P116526|P116539|P116559|P116586|P116607|P116650|P116652|P116670|P116671|P116676|P116680|P116684|P116691|P116715|P116766|P116792|P116796|P116807|P116943|P116997|P117086|P117119|P117120|P117121|P117143|P117145|P117311|P118458|P118473|P118542|P118646|P119655|P119656|P119674|P119675|P119683|P119687|P119688|P119689|P119693|P119694|P119731|P119763|P120178|P120184|P120187|P120855|P121080|P121144|P121165|P121580|P122018|P122155|P122171|P122928|P122951|P122996|P123035|P123041|P123042|P123066|P123093|P123110|P123174|P123181|P123183|P123184|P123186|P123188|P123191|P124350|P124377,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.
mn_5804030511afef3b,9,sons of Meluhha,patronymic_origin_formula,diagnostic,ur-{d}ig-alim dumu me-luh-ha,ok,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dig-alim%20dumu%20me-luh-ha&format=json&limit=100,200,6812,1,false,1,1,1,0,1,1,1,1,1,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P124739,,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.
mn_9b8b5c2e564de91f,9,sons of Meluhha,patronymic_origin_formula,anchor,ur-{d}lamma,ok,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dlamma&format=json&limit=100,200,7698107,5,true,500,473,500,0,1,2,2,2,2,0.995772,0.995772,false,Anchor is not Meluhha-diagnostic: 99.6% of query-line artifacts lack any Meluhha line.,P102519|P108448,P010008|P010042|P010049|P010070|P010099|P010706|P010732|P010744|P010748|P010772|P010837|P010907|P010929|P010961|P010964|P010968|P010974|P010975|P010985|P011002|P011010|P011015|P011016|P011048|P011058|P011066|P011082|P020201|P020423|P100163|P100175|P100306|P100866|P100874|P100890|P100895|P100902|P100925|P100931|P100949|P100953|P100956|P100964|P101079|P101188|P101213|P101313|P101461|P101590|P101694|P101698|P101724|P101742|P101744|P101746|P101747|P101749|P101755|P101775|P101849|P101890|P101906|P101942|P101957|P101958|P101961|P101963|P101965|P101992|P102007|P102008|P102011|P102043|P102058|P102059|P102064|P102068|P102102|P102103|P102117|P102123|P102150|P102155|P102158|P102224|P102227|P102228|P102229|P102230|P102234|P102263|P102270|P102314|P102380|P102386|P102394|P102400|P102401|P102418|P102424|P102426|P102530|P102533|P102534|P102560|P102561|P102562|P102564|P102605|P102607|P102608|P102610|P102614|P102616|P102660|P102661|P102674|P102677|P102685|P102764|P102765|P102772|P102832|P102841|P102926|P103054|P103122|P103177|P103330|P103498|P103925|P104102|P104135|P104184|P104316|P104632|P104756|P104884|P104896|P104936|P104941|P104981|P105141|P105177|P105193|P105528|P105610|P105688|P105733|P105737|P105771|P106151|P106179|P106202|P106442|P106562|P106785|P106951|P106954|P106962|P106968|P106981|P106988|P106990|P107015|P107048|P107098|P107105|P107109|P107153|P107201|P107216|P107218|P107220|P107397|P107678|P107777|P108068|P108202|P108238|P108328|P108388|P108390|P108392|P108393|P108394|P108396|P108404|P108407|P108410|P108411|P108412|P108424|P108445|P108466|P108468|P108470|P108471|P108474|P108475|P108476|P108477|P108478|P108479|P108482|P108488|P108491|P108494|P108495|P108499|P108503|P108504|P108506|P108515|P108524|P108526|P108532|P108542|P108547|P108548|P108549|P108557|P108564|P108569|P108571|P108574|P108578|P108581|P108582|P108587|P108588|P108596|P108597|P108613|P108615|P108616|P108617|P108619|P108621|P108628|P108634|P108650|P108652|P108656|P108696|P108712|P108714|P108785|P108786|P108814|P108839|P108840|P108845|P108915|P108990|P108994|P109031|P109041|P109051|P109071|P109079|P109106|P109112|P109115|P109130|P109151|P109152|P109153|P109210|P109277|P109298|P109334|P109375|P109881|P109886|P109888|P109889|P109895|P109896|P109898|P109899|P109900|P109907|P109908|P109915|P109919|P109928|P109935|P109938|P109939|P109955|P109956|P109958|P109959|P109970|P109973|P109987|P109997|P110032|P110052|P110064|P110074|P110083|P110094|P110097|P110112|P110120|P110121|P110126|P110129|P110131|P110133|P110180|P110205|P110213|P110224|P110244|P110250|P110259|P110262|P110264|P110265|P110272|P110274|P110275|P110276|P110278|P110280|P110283|P110286|P110287|P110296|P110297|P110302|P110307|P110308|P110322|P110324|P110326|P110384|P110395|P110399|P110408|P110415|P110424|P110428|P110486|P110488|P110489|P110494|P110496|P110502|P110506|P110516|P110519|P110521|P110554|P110557|P110579|P110592|P110597|P110601|P110605|P110606|P110610|P110613|P110622|P110636|P110681|P110682|P110683|P110694|P110711|P110712|P110713|P110725|P110734|P110743|P110745|P110747|P110748|P110760|P110767|P110778|P110781|P110782|P110784|P110787|P110790|P110793|P110795|P110801|P110806|P110818|P110820|P110827|P110837|P110852|P110855|P110861|P110866|P110880|P110919|P110931|P110936|P110938|P110947|P110955|P110962|P110981|P111027|P111038|P111069|P111097|P111102|P111106|P111141|P111150|P111164|P111177|P111196|P111197|P111218|P111256|P111261|P111285|P111303|P111311|P111314|P111316|P111329|P111331|P111336|P111351|P111354|P111355|P111357|P111368|P111373|P111382|P111400|P111441|P111454|P111486|P111531|P111540|P111543|P111551|P111579|P111581|P111591|P111617|P111623|P111637|P111649|P111663|P111684|P111705|P111893|P111915|P111916|P111917|P111940|P112246|P112349|P112428|P112510|P112622|P112673|P112749|P112801,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.
mn_cfd80894fcf44534,9,sons of Meluhha,patronymic_origin_formula,matched_negative,ur-{d}lamma dumu me-luh-ha,ok,https://cdli.earth/search?atf_transliteration=ur-%7Bd%7Dlamma%20dumu%20me-luh-ha&format=json&limit=100,200,331006,1,false,7,5,7,0,1,7,5,5,5,0.000000,0.000000,candidate_only,Matched-negative gate did not reject this source-side cuneiform lead; it still requires duplicate-edition review and external-object linkage before any claim.,P102519|P108448|P136196|P207485|P318542,,Specific name-plus-origin formula in the current export.
mn_2785f25275e8950f,10,ugula Meluhha title,title_singleton,anchor,_ARAD2_ {d}nansze-me,ok,https://cdli.earth/search?atf_transliteration=_ARAD2_%20%7Bd%7Dnansze-me&format=json&limit=100,200,4442,1,false,1,1,1,0,1,1,1,1,0,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P115261,,A damaged/singleton title row has `ugula# me-luh-ha` with an adjacent personal/theophoric phrase.
mn_e7fe635224d5222c,10,ugula Meluhha title,title_singleton,diagnostic,ugula me-luh-ha,ok,https://cdli.earth/search?atf_transliteration=ugula%20me-luh-ha&format=json&limit=100,200,4442,1,false,1,1,1,0,1,1,1,1,1,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P115261,,A damaged/singleton title row has `ugula# me-luh-ha` with an adjacent personal/theophoric phrase.
mn_295b755d432e8d94,10,ugula Meluhha title,title_singleton,diagnostic,ugula# me-luh-ha,ok,https://cdli.earth/search?atf_transliteration=ugula%23%20me-luh-ha&format=json&limit=100,200,4442,1,false,1,1,1,0,1,1,1,1,1,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P115261,,A damaged/singleton title row has `ugula# me-luh-ha` with an adjacent personal/theophoric phrase.
mn_059475a14788543e,11,Meluhha furniture/object inventory,object_inventory_context,diagnostic,{gesz}guzza {gesz}ab-ba me-luh-ha,ok,https://cdli.earth/search?atf_transliteration=%7Bgesz%7Dguzza%20%7Bgesz%7Dab-ba%20me-luh-ha&format=json&limit=100,200,4998,1,false,1,1,1,0,1,1,1,1,1,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P107404,,"A furniture/object sequence may preserve uncertain `me-luh-ha?`, useful as an object-label control if source-backed."
mn_7cc8878e6e03aebd,12,Meluhha orchard/garden,land_administration_context,diagnostic,{gesz}kiri6 me-luh-ha,ok,https://cdli.earth/search?atf_transliteration=%7Bgesz%7Dkiri6%20me-luh-ha&format=json&limit=100,200,5290,1,false,1,1,1,0,1,1,1,1,1,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P130369,,One row places Meluhha in an orchard/garden administrative setting.
mn_7a731eed09ad7fbe,12,Meluhha orchard/garden,land_administration_context,diagnostic,{gesz}kiri6 me-luh-ha {d}nin-mar{ki},ok,https://cdli.earth/search?atf_transliteration=%7Bgesz%7Dkiri6%20me-luh-ha%20%7Bd%7Dnin-mar%7Bki%7D&format=json&limit=100,200,5290,1,false,1,1,1,0,1,1,1,1,1,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P130369,,One row places Meluhha in an orchard/garden administrative setting.
mn_60b4f8cab4d35d6b,13,Meluhha route-control lane,route_toponym_control,anchor,gu-bi,ok,https://cdli.earth/search?atf_transliteration=gu-bi&format=json&limit=100,200,2249395,2,false,105,102,105,0,1,4,4,2,0,0.960784,0.980392,false,Anchor is not Meluhha-diagnostic: 96.1% of query-line artifacts lack any Meluhha line.,P232275|P232277|P431884|P431886,P100117|P101313|P102772|P105236|P107981|P107983|P109702|P110772|P111409|P111563|P111566|P111893|P112483|P112623|P113175|P113190|P113399|P114333|P115935|P116157|P116159|P116167|P117312|P117408|P118676|P118719|P120579|P121067|P122854|P124461|P126506|P126623|P128613|P129684|P130372|P131756|P132412|P134700|P135108|P135153|P136393|P136590|P137880|P138260|P138433|P140357|P141289|P142576|P143158|P143161|P143162|P145158|P202354|P202953|P207470|P209158|P209252|P211474|P215348|P216842|P216843|P216844|P218026|P221024|P224988|P235514|P248915|P248988|P249001|P252207|P253774|P263001|P265677|P271202|P271213|P274585|P282027|P282078|P282110|P290706|P330397|P345118|P357319|P375994|P379629|P427641|P450159|P462093|P463664|P467736|P469530|P469667|P469702|P473745|P500658|P506969|P515000|P529579,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.
mn_781399d913e86cda,13,Meluhha route-control lane,route_toponym_control,diagnostic,kur me-luh-ha{ki} ma2-gan{ki} dilmun{ki},ok,https://cdli.earth/search?atf_transliteration=kur%20me-luh-ha%7Bki%7D%20ma2-gan%7Bki%7D%20dilmun%7Bki%7D&format=json&limit=100,200,104131,1,false,1,1,1,0,1,1,1,1,1,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P469516,,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.
mn_4df45560f83825e2,13,Meluhha route-control lane,route_toponym_control,matched_negative,ma2-gan me-luh-ha,ok,https://cdli.earth/search?atf_transliteration=ma2-gan%20me-luh-ha&format=json&limit=100,200,257170,1,false,2,2,2,0,1,2,2,2,2,0.000000,0.000000,candidate_only,Matched-negative gate did not reject this source-side cuneiform lead; it still requires duplicate-edition review and external-object linkage before any claim.,P232300|P431881,,Route-control phrase involving Meluhha and Magan.
mn_dceb616cae86b103,13,Meluhha route-control lane,route_toponym_control,diagnostic,me-luh-ha{ki} ma2-gan{ki},ok,https://cdli.earth/search?atf_transliteration=me-luh-ha%7Bki%7D%20ma2-gan%7Bki%7D&format=json&limit=100,200,104131,1,false,1,1,1,0,1,1,1,1,1,0.000000,0.000000,false,"Singleton or non-replicated source-side hit; retained as a lead, not accepted evidence.",P469516,,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.
mn_f4e3d283eb35bf82,14,Meluhha speckled dog/object,animal_object_modifier,anchor,ur gun3-a,ok,https://cdli.earth/search?atf_transliteration=ur%20gun3-a&format=json&limit=100,200,54325,1,false,4,4,4,0,1,2,2,2,2,0.500000,0.500000,false,Anchor is not Meluhha-diagnostic: 50.0% of query-line artifacts lack any Meluhha line.,P226318|P432309,P235797|P285303,`ur gun3-a me-luh-ha{ki}` is a potential animal/object modifier context from the expanded inventory.
mn_3160adb7385d81f7,14,Meluhha speckled dog/object,animal_object_modifier,diagnostic,ur gun3-a me-luh-ha,ok,https://cdli.earth/search?atf_transliteration=ur%20gun3-a%20me-luh-ha&format=json&limit=100,200,30982,1,false,2,2,2,0,1,2,2,2,2,0.000000,0.000000,candidate_only,Matched-negative gate did not reject this source-side cuneiform lead; it still requires duplicate-edition review and external-object linkage before any claim.,P226318|P432309,,`ur gun3-a me-luh-ha{ki}` is a potential animal/object modifier context from the expanded inventory.
mn_4b6f393737f714e4,14,Meluhha speckled dog/object,animal_object_modifier,diagnostic,ur gun3-a me-luh-ha{ki},ok,https://cdli.earth/search?atf_transliteration=ur%20gun3-a%20me-luh-ha%7Bki%7D&format=json&limit=100,200,30982,1,false,2,2,2,0,1,2,2,2,2,0.000000,0.000000,candidate_only,Matched-negative gate did not reject this source-side cuneiform lead; it still requires duplicate-edition review and external-object linkage before any claim.,P226318|P432309,,`ur gun3-a me-luh-ha{ki}` is a potential animal/object modifier context from the expanded inventory.
